"QID","value"
"Q228867",60028173
"Q227474",60030316
"Q241482",60033311
"Q232175",70006124
"Q239937",70038554
"Q239296",70044696
"Q244019",70076140
"Q223567",70080482
"Q225962",70106331
"Q238681",70112524
"Q234789",70117592
"Q223977",70136135
"Q224133",70167074
"Q232737",70177057
"Q165512",205524
"Q501105",209070
"Q32354",22693056
"Q253566",234365
"Q255376",382840
"Q253107",561105
"Q246711",60003508
"Q244865",60011763
"Q267672",60020037
"Q259332",60020764
"Q263460",60021593
"Q247130",60022612
"Q261899",60024928
"Q670055",60026152
"Q260533",60029186
"Q2060452",60030134
"Q260365",60033907
"Q246228",60034538
"Q262778",60036104
"Q251335",70012281
"Q258805",70044144
"Q245452",70053974
"Q262980",70055921
"Q259932",70082757
"Q245187",70108016
"Q250401",70112465
"Q249151",70118785
"Q244333",70120525
"Q246211",70170175
"Q261759",70172929
"Q249215",70221487
"Q248505",70227647
"Q252480",70252970
"Q246283",70279000
"Q728404",848915
"Q277903",1016017
"Q271189",1171557
"Q270215",1171788
"Q286132",1191424
"Q272599",243156
"Q466781",243547
"Q454674",247747
"Q280186",60001174
"Q284362",60004541
"Q285584",60020327
"Q284103",60020752
"Q1360651",60026336
"Q280582",60028273
"Q289106",60032298
"Q276415",60036237
"Q278053",680020
"Q289127",70000809
"Q277557",70007752
"Q276407",70011219
"Q284086",70021635
"Q274400",70045851
"Q285430",70046949
"Q279678",70047997
"Q286755",70059425
"Q270351",70060009
"Q277828",70074170
"Q289127",70092283
"Q286129",70117898
"Q277203",70139996
"Q274748",70167070
"Q283932",70189903
"Q470560",885436
"Q1140272",1178828
"Q300341",14606813
"Q300502",18066997
"Q184591",205210
"Q300624",21675309
"Q204725",217303
"Q301823",22228995
"Q83767",318448
"Q1703964",352154
"Q304488",562335
"Q2442226",580686
"Q300042",60021932
"Q300359",60027680
"Q3282293",60031368
"Q303235",60031764
"Q300393",60036243
"Q309366",70011206
"Q302403",70011221
"Q303999",70012606
"Q300573",70017114
"Q300371",70039173
"Q303839",70042524
"Q300547",70042671
"Q300622",70072430
"Q310427",70081782
"Q310734",70101345
"Q304599",70117284
"Q300411",70132253
"Q1632217",750973
"Q301083",8187256
"Q579480",904080
"Q325643",1120753
"Q325621",11520079
"Q329805",26268034
"Q1731060",295269
"Q5267299",439377
"Q323827",449931
"Q332330",516446
"Q331985",60000308
"Q327852",60000616
"Q331180",60001825
"Q333377",60002021
"Q322206",60011627
"Q318975",60021957
"Q325662",60024225
"Q323771",60025003
"Q326428",60025553
"Q321454",60026005
"Q324352",70036663
"Q326789",70042640
"Q326319",70060007
"Q320236",70082263
"Q318031",70083957
"Q333576",70084175
"Q333558",70120449
"Q320223",70124097
"Q217189",70127971
"Q324557",70128695
"Q329336",70132736
"Q332261",70204765
"Q335736",70227655
"Q323722",70272479
"Q329434",806456
"Q337078",1181532
"Q339693",16914714
"Q102754",458028
"Q348013",60020020
"Q339045",60024119
"Q352431",60025026
"Q337881",60026148
"Q338599",70027414
"Q357379",70039900
"Q20949829",80119555
"Q893399",1023800
"Q374507",11819543
"Q58619",20972881
"Q386094",22494059
"Q859143",305300
"Q389014",459010
"Q378913",60020947
"Q1103638",60027174
"Q377428",60028434
"Q370252",60033392
"Q369379",70020937
"Q389971",70043735
"Q375248",70067891
"Q383200",70073640
"Q380981",70097582
"Q381731",70098606
"Q375417",70101174
"Q387542",70107398
"Q379296",70119197
"Q371801",70123549
"Q389158",70154422
"Q380519",70158332
"Q383024",70159322
"Q377165",70219642
"Q373610",80089558
"Q407184",1171915
"Q406916",1172112
"Q392697",1191648
"Q727890",293923
"Q392915",333876
"Q402645",60004502
"Q400985",60010657
"Q391343",60011161
"Q408725",60021270
"Q400123",60030516
"Q390097",60031289
"Q408102",60033265
"Q1455006",699938
"Q390357",70117391
"Q390914",70189489
"Q430852",11606160
"Q429397",17142958
"Q434718",265971
"Q431477",60000760
"Q427534",60011071
"Q430245",60032866
"Q427386",624420
"Q426650",70003460
"Q425579",70083951
"Q445122",70108182
"Q426790",70178539
"Q375073",738865
"Q467516",18966113
"Q463765",21096296
"Q467053",332286
"Q463927",444509
"Q946453",471818
"Q466297",506621
"Q471951",60003506
"Q468877",60010402
"Q463620",60011050
"Q466014",60011060
"Q466369",60020498
"Q464294",60020954
"Q470771",60021642
"Q472309",60022000
"Q467541",60024995
"Q470657",60027085
"Q470544",60027959
"Q464088",60027978
"Q464634",60030145
"Q459057",60032559
"Q471976",60034579
"Q467101",60034977
"Q469535",60035107
"Q455784",70004656
"Q465383",70041772
"Q470499",70043887
"Q466024",70052724
"Q464902",70068659
"Q468700",70079918
"Q452235",70082867
"Q464635",70084217
"Q465123",70093521
"Q468565",70098609
"Q471746",70103526
"Q465275",70109889
"Q461357",70157460
"Q464891",70183033
"Q470645",70198064
"Q466884",797261
"Q451603",823169
"Q610670",949047
"Q498442",986823
"Q471842",995892
"Q324933",1001511
"Q971265",1005269
"Q476439",19599445
"Q494772",20269737
"Q487978",21302357
"Q645771",257625
"Q880515",312237
"Q494367",431666
"Q472512",60002141
"Q490051",60003402
"Q488316",60003410
"Q496113",60004066
"Q484442",60004481
"Q482728",60020014
"Q474199",60020616
"Q495449",60021325
"Q488595",60032952
"Q483941",60036359
"Q493799",607931
"Q487216",70000198
"Q492340",70039450
"Q485336",70042248
"Q484949",70050046
"Q478212",70051674
"Q478944",70052561
"Q482370",70053123
"Q474072",70060410
"Q496752",70071609
"Q494594",70075063
"Q490588",70075849
"Q482780",70082060
"Q483307",70084427
"Q477740",70114343
"Q478579",70119442
"Q495128",70119707
"Q482899",70120321
"Q486355",70121922
"Q485580",70125342
"Q492089",70130140
"Q487503",70139530
"Q475800",70141619
"Q485527",70142805
"Q490764",70185041
"Q485677",70201179
"Q488064",70215462
"Q481467",70224110
"Q496350",70230417
"Q492521",70242549
"Q492043",70297144
"Q484498",80066146
"Q508931",1043548
"Q506661",1172103
"Q508219",261672
"Q502882",292437
"Q499152",330210
"Q1723842",347579
"Q1114685",351112
"Q515572",516409
"Q502363",60001665
"Q502303",60002834
"Q500460",60004471
"Q513716",60010114
"Q504157",60010341
"Q498150",60010972
"Q500093",60021025
"Q507262",60022049
"Q509799",60023094
"Q582978",654901
"Q512247",70002886
"Q504053",70011211
"Q507588",70014705
"Q505325",70017738
"Q515045",70018891
"Q121814633",70023274
"Q498983",70030441
"Q519548",70047801
"Q517398",70059536
"Q498109",70059988
"Q498809",70072185
"Q520650",70082814
"Q521165",70139444
"Q520622",70178537
"Q501663",70206898
"Q499050",736968
"Q499706",81409641
"Q506400",896678
"Q502629",918151
"Q510595",942967
"Q537407",14607635
"Q536289",22465201
"Q531675",60020681
"Q533638",60022656
"Q530812",60022668
"Q522185",60024923
"Q527880",60037408
"Q498291",630798
"Q524484",70003984
"Q540699",70023823
"Q526045",70034844
"Q531362",70058007
"Q526262",70070508
"Q536811",70111466
"Q535081",70122307
"Q537911",70279852
"Q27536767",80105677
"Q521876",81168329
"Q525421",943427
"Q550529",1005034
"Q559893",1179916
"Q749794",1190898
"Q564958",17236953
"Q563731",60010089
"Q548303",60020242
"Q551823",60020718
"Q565293",60020723
"Q550581",60020916
"Q551623",60037467
"Q571583",684341
"Q571309",70011199
"Q546829",70012479
"Q570143",70015625
"Q571565",70028466
"Q571164",70042689
"Q569372",70045710
"Q570180",70056258
"Q553977",70068700
"Q547863",70072981
"Q570026",70119832
"Q553920",70127225
"Q558297",70132706
"Q560008",70181840
"Q564298",70243453
"Q596358",953825
"Q585106",1151571
"Q594519",21121044
"Q2470202",544287
"Q574993",572762
"Q582138",583841
"Q582147",60000439
"Q583221",60011300
"Q599423",60028226
"Q594226",60030290
"Q593573",60031224
"Q572440",60034524
"Q580814",60035816
"Q586880",60036153
"Q573762",60037675
"Q1500287",671385
"Q596199",70004517
"Q573934",70009165
"Q579928",70011204
"Q593615",70018295
"Q575068",70022097
"Q594033",70056056
"Q576941",70072686
"Q577360",70082650
"Q593827",70104047
"Q574986",70117310
"Q585892",70125864
"Q579209",70135952
"Q579563",70140447
"Q586538",70180005
"Q593877",709389
"Q597579",80205256
"Q596965",841204
"Q575014",931837
"Q615551",1059385
"Q610502",17236549
"Q608424",18962448
"Q1483532",298184
"Q241958",562050
"Q626394",60001487
"Q601675",60001902
"Q605226",60002791
"Q610594",60002919
"Q622240",60003605
"Q605867",60010289
"Q611043",60010351
"Q620731",60011105
"Q629120",60022027
"Q617942",60023160
"Q615291",60024982
"Q606905",60027270
"Q607524",60027744
"Q611676",60029926
"Q610201",60033153
"Q609936",60034207
"Q610262",70000805
"Q625207",70002108
"Q625250",70002871
"Q612298",70019011
"Q611068",70027120
"Q623507",70037353
"Q617002",70056254
"Q608567",70057087
"Q604424",70072184
"Q600904",70082762
"Q603958",70084888
"Q600095",70121740
"Q624054",70130514
"Q628154",70173048
"Q616649",70210431
"Q628851",70215452
"Q630202",70226879
"Q604889",70227645
"Q604876",70243462
"Q605298",80175619
"Q644554",18957965
"Q632362",297308
"Q644065",391418
"Q181555",406734
"Q644297",554888
"Q651460",563830
"Q637180",580406
"Q645574",60000725
"Q643771",60000924
"Q651318",60002002
"Q652069",60002033
"Q650613",60002319
"Q635802",60003298
"Q642419",60004081
"Q643847",60004284
"Q632753",60010104
"Q632718",60010268
"Q639481",60010313
"Q654474",60011465
"Q645823",60020759
"Q638012",60021245
"Q640387",60021799
"Q638550",60022344
"Q640695",60022355
"Q634493",60022980
"Q641324",60027341
"Q648312",60027706
"Q631103",60034551
"Q638428",70012744
"Q631682",70019135
"Q636062",70020731
"Q638799",70024101
"Q642289",70027111
"Q657588",70044902
"Q641941",70053692
"Q635369",70057039
"Q650076",70060019
"Q631488",70082653
"Q649542",70091061
"Q637309",70112806
"Q633614",805507
"Q651722",885825
"Q1167231",1102978
"Q665192",18022053
"Q668280",18114955
"Q673198",18170383
"Q678761",27419340
"Q1428153",510088
"Q660890",564667
"Q680442",60001359
"Q683734",60001362
"Q674111",60010943
"Q682262",60020281
"Q661833",60020625
"Q673195",60024931
"Q661422",60025015
"Q684936",60025545
"Q676584",60026630
"Q662668",60026897
"Q659930",60028717
"Q681602",60034799
"Q244448",606278
"Q1027247",618193
"Q679670",70001587
"Q667548",70014977
"Q670070",70025739
"Q679657",70045852
"Q683182",70052009
"Q661946",70068746
"Q665146",70072615
"Q676723",70075472
"Q660727",70090005
"Q671631",70101697
"Q672402",70127588
"Q670551",70141585
"Q653281",753221
"Q682289",814862
"Q1197321",1025448
"Q702437",14546652
"Q706492",16944028
"Q698492",22036482
"Q688342",25091622
"Q689393",268260
"Q698327",379497
"Q685817",60000574
"Q705145",60001609
"Q686049",60003296
"Q704513",60003452
"Q698796",60004514
"Q703011",60010098
"Q696905",60010312
"Q708888",60020365
"Q704732",60021108
"Q688962",60023113
"Q691550",60024187
"Q697014",60024924
"Q691788",60027585
"Q701706",60027602
"Q698949",60027807
"Q705802",60028612
"Q703188",60031001
"Q697231",60031219
"Q705669",60031246
"Q701977",70000504
"Q708825",70005274
"Q686900",70012502
"Q698644",70016706
"Q691785",70024220
"Q700682",70028203
"Q708945",70035192
"Q691611",70035994
"Q697688",70038852
"Q693045",70042485
"Q700871",70058015
"Q705871",70071611
"Q696351",70074559
"Q691672",70099617
"Q698274",70113546
"Q702222",70115915
"Q700037",70120189
"Q686395",70123658
"Q696855",70142067
"Q698906",70153295
"Q707207",80137924
"Q711928",81409403
"Q1753894",954194
"Q241309",1010860
"Q728488",540289
"Q727016",60000525
"Q714667",60003710
"Q731164",60004527
"Q731082",60010175
"Q729026",60010179
"Q733627",60011680
"Q726823",60024218
"Q731855",60029561
"Q726778",60031161
"Q727223",70000200
"Q728485",70000547
"Q733677",70035180
"Q735132",70040793
"Q717447",70068918
"Q730639",70083439
"Q717174",70114821
"Q728236",70120803
"Q733065",70154586
"Q715295",70176701
"Q723026",70202151
"Q728783",70213078
"Q736349",70223832
"Q743292",1104072
"Q753633",20556322
"Q763446",26312959
"Q885221",317103
"Q754304",330951
"Q744102",405796
"Q602094",510854
"Q757156",568222
"Q764760",60000057
"Q758585",60001105
"Q748614",60003261
"Q767542",60003779
"Q740143",60010462
"Q764962",60010911
"Q759322",60011321
"Q753141",60011418
"Q739678",60011494
"Q764734",60011647
"Q760989",60021247
"Q749688",60023652
"Q767461",60025095
"Q747346",60027148
"Q739849",60029259
"Q746388",60031924
"Q750177",60033146
"Q753676",60034082
"Q742307",60034552
"Q767366",60036662
"Q737777",70004153
"Q739141",70004207
"Q757976",70012784
"Q747685",70018267
"Q764394",70020148
"Q746995",70038080
"Q742998",70043825
"Q743203",70048121
"Q739241",70053719
"Q767751",70060918
"Q742219",70061357
"Q765579",70062391
"Q737650",70071601
"Q768008",70074464
"Q747803",70083115
"Q755171",70095147
"Q766626",70118323
"Q750337",70123313
"Q741737",70128696
"Q739502",70131315
"Q746589",70132257
"Q749102",70137790
"Q760014",70139991
"Q742480",70146988
"Q746730",70154110
"Q744652",70177771
"Q752438",70200106
"Q737055",70242545
"Q762649",783753
"Q752362",891456
"Q240849",1050025
"Q768609",17142913
"Q182692",262839
"Q799202",279958
"Q798808",28630003
"Q1198483",419733
"Q784934",477450
"Q783317",572920
"Q1149669",579887
"Q797523",60000375
"Q789741",60002106
"Q790090",60004538
"Q782669",60010789
"Q482632",60010867
"Q773964",60011183
"Q795040",60021485
"Q785098",60021777
"Q770074",60022051
"Q772451",60024919
"Q797834",60025587
"Q783014",60029215
"Q771537",60029261
"Q779517",60032394
"Q783365",70000760
"Q773816",70007185
"Q774067",70007685
"Q776607",70038916
"Q784116",70039184
"Q770000",70042798
"Q785709",70048303
"Q779727",70051165
"Q773069",70060530
"Q769920",70063313
"Q773857",70066839
"Q777519",70067433
"Q785406",70105596
"Q769453",70127019
"Q769599",70139524
"Q785058",70155113
"Q796793",70178039
"Q769753",70228016
"Q788822",70278933
"Q132351",1084379
"Q829250",17016091
"Q821242",18169187
"Q832444",18704656
"Q806302",20077761
"Q1637791",374651
"Q806092",60001204
"Q834799",60001345
"Q838154",60001535
"Q830430",60010059
"Q826462",60010417
"Q830874",60011618
"Q807818",60023633
"Q819972",60023643
"Q812641",60028246
"Q822177",60030191
"Q820753",60031226
"Q822930",60031288
"Q806357",60033510
"Q821973",60033656
"Q834378",60034091
"Q822958",60035253
"Q817261",70018524
"Q811980",70018736
"Q836622",70025670
"Q815020",70051902
"Q814488",70061490
"Q840353",70075482
"Q815759",70081786
"Q830367",70082350
"Q840183",70084368
"Q806374",70107405
"Q832816",70112959
"Q820754",70118764
"Q834327",70119356
"Q827960",70122054
"Q819807",70128279
"Q840297",70129115
"Q814343",70148804
"Q821066",70155106
"Q834814",70155579
"Q833180",744900
"Q837329",80024790
"Q840657",80037129
"Q834814",81193032
"Q107422864",81193032
"Q848658",20765230
"Q846776",22469630
"Q106428",262866
"Q865056",60003959
"Q862708",60010386
"Q844068",60010399
"Q849344",60010885
"Q849336",60011620
"Q843949",60020906
"Q847599",60022618
"Q843198",60023456
"Q865987",60029262
"Q863335",60033789
"Q866079",70017320
"Q841452",70028510
"Q858508",70028895
"Q847442",70030017
"Q861202",70038921
"Q841742",70044167
"Q842770",70051673
"Q842306",70093660
"Q856805",70111325
"Q842253",70115760
"Q851825",70121617
"Q847940",70138811
"Q854576",70144642
"Q2003850",801726
"Q855222",846071
"Q869862",70041143
"Q905399",18111113
"Q903604",21871586
"Q754892",292876
"Q895536",327306
"Q114819",464403
"Q886669",60001780
"Q883593",60003327
"Q897304",60004397
"Q886671",60010124
"Q902480",60020918
"Q874521",60021155
"Q891973",60022321
"Q895856",60025032
"Q889386",647498
"Q880665",70004507
"Q888434",70005055
"Q885274",70038073
"Q903819",70039182
"Q890720",70053404
"Q887621",70058403
"Q882066",70060390
"Q878908",70062479
"Q880890",70069045
"Q905385",70112494
"Q875505",70117152
"Q886662",70139992
"Q887734",70196150
"Q873186",8000749
"Q901782",80084451
"Q874636",80138744
"Q929293",1038844
"Q911775",20337466
"Q616842",292118
"Q918363",342645
"Q646806",347726
"Q934036",499456
"Q919635",60004062
"Q930392",60020206
"Q924791",60020661
"Q913674",60023132
"Q926198",60024248
"Q936477",670874
"Q920282",70010445
"Q934109",70030538
"Q925809",70032388
"Q936808",70038941
"Q921042",70044485
"Q909767",70044883
"Q908982",70051325
"Q909250",70051737
"Q926789",70058030
"Q929604",70067843
"Q935173",70107989
"Q917910",70108588
"Q914994",70111747
"Q914216",70112383
"Q917254",70119704
"Q911520",70120143
"Q912936",70146939
"Q922193",70178626
"Q918401",791950
"Q937762",1193100
"Q949228",17457719
"Q948633",18169346
"Q962809",286832
"Q1160005",308880
"Q629847",548474
"Q960349",60011297
"Q949945",60011334
"Q938782",60020016
"Q952084",60021627
"Q950723",60022326
"Q952672",60024644
"Q939142",60029572
"Q957698",70000816
"Q937890",70002619
"Q961035",70003327
"Q947643",70004001
"Q959679",70004332
"Q939876",70005245
"Q943338",70019506
"Q941187",70038380
"Q948153",70051370
"Q951101",70054678
"Q938401",70076722
"Q938596",70111363
"Q948635",70114495
"Q941654",70117895
"Q946806",70197061
"Q944354",70231677
"Q950139",725841
"Q2463933",775058
"Q951078",80007226
"Q938985",80025494
"Q942657",80205647
"Q976048",17236869
"Q965313",17457528
"Q1141582",315011
"Q1330619",446102
"Q1509291",538082
"Q976777",60000489
"Q977747",60001577
"Q976558",60010364
"Q977950",60020483
"Q980308",60020714
"Q978131",60030299
"Q970655",70001079
"Q977996",70020513
"Q964350",70047940
"Q964424",70056426
"Q980677",70058505
"Q971492",70060446
"Q979734",70066122
"Q967489",70075016
"Q981113",70109442
"Q965699",70118252
"Q967478",70184054
"Q978059",70190332
"Q971941",70208870
"Q974046",70234741
"Q430535",757743
"Q972852",80040118
"Q998377",1113307
"Q998048",20717860
"Q725946",321652
"Q1004531",338944
"Q1245160",437892
"Q1024839",60010191
"Q1008351",60020040
"Q1023813",70003783
"Q998219",70040796
"Q993972",70041700
"Q1022379",70051094
"Q997671",70060538
"Q998321",70106011
"Q1016657",70113931
"Q997966",70148801
"Q1016685",70178047
"Q1026470",70244539
"Q935945",372195
"Q245208",589258
"Q1059084",60001135
"Q1045165",60001810
"Q1031262",60002742
"Q1059378",60003029
"Q1035124",60010209
"Q1033094",60020719
"Q1059886",60020972
"Q1060259",60021535
"Q1035137",60023181
"Q1046576",60027727
"Q1040270",60034088
"Q1033497",60035997
"Q1057634",60037678
"Q1058269",70002187
"Q1029722",70008330
"Q1056225",70040981
"Q1050558",70051676
"Q1041641",70053235
"Q1048645",70053460
"Q1033398",70081393
"Q1042145",70082534
"Q1035443",70099732
"Q1058723",70101186
"Q1029278",70104451
"Q1056342",70176984
"Q1058015",70189302
"Q1056921",70202137
"Q1055370",70205008
"Q1027877",70205890
"Q1053293",70209136
"Q1031002",70211391
"Q1057015",70243338
"Q1058193",80158395
"Q1070275",496543
"Q1067080",60004232
"Q1082116",70016581
"Q1067409",70024093
"Q1073297",70027119
"Q1082898",70062786
"Q1076380",70117354
"Q1075182",70124183
"Q1065945",70138791
"Q1061694",70175127
"Q1099203",17236606
"Q257514",321544
"Q1116991",507725
"Q1109508",509738
"Q1089809",60010653
"Q1090108",60020800
"Q1111758",60020957
"Q1091168",60022706
"Q1117790",60022988
"Q2846530",60023236
"Q1093026",60024258
"Q1090788",60024966
"Q1113471",60026116
"Q1113039",60026132
"Q1093373",60027187
"Q1104517",60027591
"Q1089951",60037141
"Q1093267",70001007
"Q1088947",70005135
"Q1089519",70033960
"Q1093659",70035063
"Q1106732",70038231
"Q1095954",70051654
"Q1115248",70082373
"Q1111970",70084157
"Q1088721",70146837
"Q1107739",70181819
"Q1092502",70205891
"Q1111576",70209145
"Q1150612",1112194
"Q458656",450423
"Q1125282",60000498
"Q1150193",60001659
"Q1148304",60003896
"Q1127167",60010187
"Q1150581",60010536
"Q1141186",60010557
"Q1132535",60010600
"Q1125442",60011002
"Q1146552",60020602
"Q1141457",60020825
"Q1141481",60020848
"Q1141161",60024236
"Q1151307",60024744
"Q1151814",60024788
"Q1143287",60025071
"Q1129506",60025630
"Q1146446",60027943
"Q1146404",60027956
"Q1125083",60029791
"Q913324",693960
"Q1126595",70002084
"Q1141257",70002616
"Q1131452",70012779
"Q1150791",70019670
"Q1144042",70022548
"Q1138626",70032611
"Q1138620",70044900
"Q1137811",70046280
"Q1142923",70052262
"Q1129317",70052663
"Q1140011",70059983
"Q1148704",70062486
"Q1150608",70065685
"Q1137310",70074404
"Q1120093",70099719
"Q1138916",70102780
"Q1128587",70111238
"Q1128750",70122325
"Q1142358",70125484
"Q1140062",70140916
"Q1136071",70178520
"Q1136084",70178527
"Q1129080",70213465
"Q1147689",70216225
"Q1150595",70295183
"Q1139265",70297165
"Q1131529",81288441
"Q1143085",81380329
"Q1133316",8178217
"Q1148079",838117
"Q1170818",287522
"Q1188857",523974
"Q1181240",60001484
"Q1171757",60001621
"Q1168696",60001638
"Q1169497",60010678
"Q1164789",60010733
"Q1167299",60011664
"Q1168233",60011748
"Q1188409",60027459
"Q1180884",60028063
"Q1171944",60028910
"Q1179100",60030596
"Q1167432",60034230
"Q1171645",70000513
"Q1167792",70004031
"Q1168375",70005234
"Q1168292",70020524
"Q1165301",70025738
"Q1180864",70030406
"Q1171320",70032596
"Q1170215",70037166
"Q1183268",70039187
"Q1165071",70042325
"Q1183259",70042641
"Q1156977",70056423
"Q1154557",70056635
"Q1171648",70063587
"Q1188808",70076175
"Q1165259",70083108
"Q1169542",70086387
"Q1171762",70089562
"Q1161718",70106577
"Q1170683",70116715
"Q1169141",70116810
"Q1165832",70122341
"Q1164753",70123711
"Q1185794",70135855
"Q1165290",70159479
"Q1189317",70170067
"Q1157117",70200108
"Q1189728",70211044
"Q1159304",70221084
"Q1419410",752686
"Q1154802",782083
"Q1168873",821155
"Q1199649",17968713
"Q1194078",18168708
"Q1229807",18169499
"Q1216271",251049
"Q654154",263784
"Q1199628",28630923
"Q1194374",430696
"Q1215103",487058
"Q1193096",5670503
"Q1196933",60000644
"Q1191928",60001136
"Q1199259",60001313
"Q1218601",60004240
"Q1219582",60010102
"Q1218313",60010181
"Q1228404",60010195
"Q1194145",60010207
"Q1193005",60010301
"Q1199439",60011214
"Q1199357",60011227
"Q1217011",60011509
"Q1213524",60021609
"Q1196027",60024257
"Q1219231",60026478
"Q1218462",60027096
"Q1199736",60027415
"Q1198381",60027808
"Q1194657",60028811
"Q1218481",60029668
"Q1217852",60029939
"Q1191134",60030065
"Q1190090",60034702
"Q1194296",60035588
"Q1196918",60037411
"Q1195065",674802
"Q1197267",70000217
"Q1193447",70002610
"Q1213432",70004011
"Q1197663",70004030
"Q1194311",70010689
"Q1229069",70012787
"Q1195329",70015977
"Q1193113",70027028
"Q1197778",70029749
"Q1215341",70035182
"Q1195939",70035979
"Q1211798",70038349
"Q1193505",70039234
"Q1199373",70042855
"Q1197936",70043726
"Q1192874",70047096
"Q1194087",70051324
"Q1215948",70052656
"Q1218111",70061356
"Q1213999",70062315
